newStory*************************************
newScene0*************************************

1	او	PR	SBJ	5	يوسف§n-23957	نفر§n-13075	role	Arg0		1+||| ROLE	
	[7	زندان	N	ADVRB	9	حبسگاه§n-14859	جا§n-12733	location	ArgM_LOC		loc||| ROLE_INTENT	]
			[11	زندان	N	AJPP	12	حبسگاه§n-14859	جا§n-12733	location		||| JUNK	]
			[8	زندان	N	AJPP	9	حبسگاه§n-14859	جا§n-12733	location		8||| STATIC_OBJECT	]]
time= []
alternativeTimes= [
	[3	مدتي	N	POSDEP	2	null	null	time		||| JUNK	]
	[6	آينده	N	ADVRB	10	null	null	time	ArgM_TMP		||| TIME	]]
scene_goals= []
scene_emotions= []
role_actions= [
	[9	ديدند	V	PRD	1	رويا ديدن§v-8482	رخداد§n-13136	role_action		||| JUNK	]
	[19	آويخته‌مي‌شد	V	PRD	7	آويزان بودن§v-15598	رخداد§n-13136	role_action		9||| JUNK	]
	[11	گفت	V	ROOT	0	گفتن§v-9244	رخداد§n-13136	role_action		1||| STATIC_OBJECT	]]
role_states= [
	[12	آزاد	ADJ	MOS	13	ول§a-1594	مشخصه§n-12756	role_state	Arg2		9||| ROLE_ACTION	]
	[18	مجازات	N	MOZ	17	مجازات§n-13887	خصوصيت_رواني§n-12725	role_state		9||| JUNK	]
	[9	آزاد	ADJ	MOS	10	ول§a-1594	مشخصه§n-12756	role_state	Arg2		3||| STATIC_OBJECT	]]
role_intents= []
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene14*************************************

1	و	CONJ	VCONJ	10	null	null	junk		||| ROLE_STATE	
2	در	PREP	ADVRB	10	null	null	junk	ArgM_TMP		||| NO	
3	شبي	N	ADVRB	10	شب§n-12643	دوره_زماني§n-12603	time	ArgM_TMP		tim||| JUNK	
4	از	PREP	NPP	3	null	null	junk		||| JUNK	
5	شب‌ها	N	NPP	3	شب§n-12643	دوره_زماني§n-12603	time		||| STATIC_OBJECT	
6	پادشاه	N	SBJ	10	سلطان§n-13386	نفر§n-13075	role	Arg0		||| ROLE_ACTION	
7	وقت	N	MOZ	6	null	null	no		||| JUNK	
8	مصر	N	MOZ	7	مصر§n-20196	گروه§n-12753	no		||| JUNK	
9	خوابي	N	OBJ	10	رويا§n-15102	خصوصيت_رواني§n-12725	no	Arg1		||| JUNK	
10	ديد	V	ROOT	0	ديدن§v-9138	رخداد§n-13136	role_action		6||| JUNK	
11	که	SUBR	NCL	9	null	null	junk		||| STATIC_OBJECT	
12	او	PR	PREDEP	13	سلطان§n-13386	نفر§n-13075	role		6||| NO	
13	را	POSTP	OBJ	15	null	null	junk	Arg1		||| JUNK	
14	آشفته	ADJ	MOS	15	آشفته§a-475	مشخصه§n-12756	role_state	Arg2		6||| STATIC_OBJECT	
15	ساخت	V	PRD	11	کردن§v-8678	رخداد§n-13136	no		||| JUNK	

1	در	PREP	ADVRB	18	null	null	junk	ArgM_TMP		||| JUNK	
2	اين	ADJ	NPREMOD	3	null	null	junk		3||| JUNK	
3	هنگام	N	POSDEP	1	null	null	junk		||| JUNK	
4	جواني	N	SBJ	18	جوان§n-14402	نفر§n-13075	role	Arg1	Arg0	Arg0		||| ROLE_STATE	ROLE_STATE	NO	
5	که	SUBR	NCL	4	null	null	junk		||| JUNK	
6	مدتي	N	ADVRB	12	مدت§n-12613	دوره_زماني§n-12603	time	ArgM_TMP		||| JUNK	
7	را	UNKNOWN	POSDEP	6	null	null	junk		||| JUNK	
8	در	PREP	ADVRB	12	null	null	junk	ArgM_LOC		||| ROLE_STATE	
9	زندان	N	ADVRB	12	حبسگاه§n-14859	جا§n-12733	no	ArgM_LOC		||| ROLE_STATE	
10	نزد	PREP	MOS	12	محضر§n-10120	جا§n-12733	no	Arg2		||| NO	
11	يوسف	N	POSDEP	10	يوسف§n-23957	نفر§n-13075	role		||| JUNK	
12	بود	V	PRD	5	null	null	junk		||| JUNK	
13	قضيه	N	OBJ	18	رخداد§n-13136	هست§n-12706	no	Arg1		||| STATIC_OBJECT	
14	يوسف	N	MOZ	13	يوسف§n-23957	نفر§n-13075	role		||| ROLE_ACTION	
15	را	POSTP	OBJ	18	null	null	junk	Arg1		||| JUNK	
16	به	PREP	VPRT	18	null	null	junk		||| %%%%
17	ياد	N	VPRT	18	null	null	no		||| TIME	
18	آورد	V	PREDEP	19	null	null	junk		||| NO	
19	و	CONJ	VCONJ	22	null	null	junk		||| ROLE	
20	به	PREP	VPP	22	null	null	junk	Arg3		||| JUNK	
21	پادشاه	N	VPP	22	سلطان§n-13386	نفر§n-13075	role	Arg3		||| JUNK	
22	گفت	V	ROOT	0	گفتن§v-9244	رخداد§n-13136	role_action		4||| JUNK	
23	من	PR	SBJ	27	جوان§n-14402	نفر§n-13075	role	Arg0		4||| JUNK	
24	کسي	N	OBJ	27	null	null	role	Arg1		||| NO	
25	را	POSTP	OBJ	27	null	null	junk	Arg1		||| NO	
26	سراغ	N	NVE	27	null	null	no		||| NO	
27	دارم	V	VCL	22	null	null	junk		||| NO	
28	که	SUBR	NCL	24	null	null	junk		14||| JUNK	
29	مي‌تواند	V	PRD	28	null	null	role_action		24||| JUNK	
30	خواب	N	OBJ	34	رويا§n-15102	خصوصيت_رواني§n-12725	no	Arg1		||| JUNK	
31	شما	PR	MOZ	30	سلطان§n-13386	نفر§n-13075	role		21||| JUNK	
32	را	POSTP	OBJ	34	null	null	junk	Arg1		||| JUNK	
33	تعبير	N	NVE	34	تعبير§n-20347	خصوصيت_رواني§n-12725	no		||| %%%%
34	نمايد	V	VCL	29	null	null	junk		||| ROLE	
35	.	PUNC	PUNC	22	null	null	junk		||| JUNK	
roles= [
	[6	پادشاه	N	SBJ	10	سلطان§n-13386	نفر§n-13075	role	Arg0		||| ROLE_ACTION	]
			[21	پادشاه	N	VPP	22	سلطان§n-13386	نفر§n-13075	role	Arg3		||| JUNK	]
	[12	او	PR	PREDEP	13	سلطان§n-13386	نفر§n-13075	role		6||| NO	]
	[4	جواني	N	SBJ	18	جوان§n-14402	نفر§n-13075	role	Arg1	Arg0	Arg0		||| ROLE_STATE	ROLE_STATE	NO	]
	[11	يوسف	N	POSDEP	10	يوسف§n-23957	نفر§n-13075	role		||| JUNK	]
			[14	يوسف	N	MOZ	13	يوسف§n-23957	نفر§n-13075	role		||| ROLE_ACTION	]
	[23	من	PR	SBJ	27	جوان§n-14402	نفر§n-13075	role	Arg0		4||| JUNK	]
	[24	کسي	N	OBJ	27	null	null	role	Arg1		||| NO	]
	[31	شما	PR	MOZ	30	سلطان§n-13386	نفر§n-13075	role		21||| JUNK	]]
DynamicObjects= []
StaticObjects= []
location= []
alternativeLocations= []
time= []
alternativeTimes= [
	[3	شبي	N	ADVRB	10	شب§n-12643	دوره_زماني§n-12603	time	ArgM_TMP		tim||| JUNK	]
	[5	شب‌ها	N	NPP	3	شب§n-12643	دوره_زماني§n-12603	time		||| STATIC_OBJECT	]
	[6	مدتي	N	ADVRB	12	مدت§n-12613	دوره_زماني§n-12603	time	ArgM_TMP		||| JUNK	]]
scene_goals= []
scene_emotions= []
role_actions= [
	[10	ديد	V	ROOT	0	ديدن§v-9138	رخداد§n-13136	role_action		6||| JUNK	]
	[22	گفت	V	ROOT	0	گفتن§v-9244	رخداد§n-13136	role_action		4||| JUNK	]
	[29	مي‌تواند	V	PRD	28	null	null	role_action		24||| JUNK	]]
role_states= [
	[14	آشفته	ADJ	MOS	15	آشفته§a-475	مشخصه§n-12756	role_state	Arg2		6||| STATIC_OBJECT	]]
role_intents= []
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene15*************************************

1	جوان	N	SBJ	4	جوان§n-14402	نفر§n-13075	role	Arg0	Arg0		||| ROLE_INTENT	JUNK	
2	نزد	PREP	VPP	4	محضر§n-10120	جا§n-12733	location	Arg4		||| JUNK	
3	پادشاه	N	POSDEP	2	سلطان§n-13386	نفر§n-13075	role		||| NO	
4	رفت	V	PREDEP	5	پوييدن§v-7700	رخداد§n-13136	role_action		1||| ROLE_STATE	
5	و	CONJ	VCONJ	13	null	null	junk		||| JUNK	
6	تعبير	N	OBJ	13	تعبير§n-20347	هست§n-12706	no	Arg1		||| ROLE_STATE	
7	خواب	N	MOZ	6	رويا§n-15102	خصوصيت_رواني§n-12725	no		||| JUNK	
8	يوسف	N	MOZ	7	يوسف§n-23957	نفر§n-13075	role		||| ROLE_STATE	
9	را	POSTP	OBJ	13	null	null	junk	Arg1		||| ROLE	
10	به	PREP	NPP	12	null	null	junk	Arg3		||| JUNK	
11	او	PR	POSDEP	10	سلطان§n-13386	نفر§n-13075	role		3||| NO	
12	عرضه	N	NVE	13	null	null	no		||| JUNK	
13	نمود	V	ROOT	0	null	null	no		||| JUNK	
14	.	PUNC	PUNC	13	null	null	junk		||| JUNK	

1	پادشاه	N	SBJ	4	سلطان§n-13386	نفر§n-13075	role	Arg0	Arg0	Arg0		||| JUNK	JUNK	JUNK	
2	در	PREP	VPP	4	null	null	junk	Arg3		||| NO	
3	فکر	N	VPP	4	فکر کردن§n-13003	هست§n-12706	no	Arg3		||| JUNK	
4	فرورفت	V	VCONJ	12	فرو رفتن§v-8868	رخداد§n-13136	role_action		1||| NO	
5	و	CONJ	VCONJ	12	null	null	junk		||| NO	
6	به	PREP	NPP	11	null	null	junk	Arg3		7||| JUNK	
7	درايت	N	NPP	11	بينش§n-16834	رخداد§n-13136	role_state	Arg3		10||| JUNK	
8	و	CONJ	NCONJ	7	null	null	junk		||| ROLE_ACTION	
9	هوش	N	NCONJ	7	عقل§n-11204	مشخصه§n-12756	role_state		10||| JUNK	
10	يوسف	N	MOZ	7	يوسف§n-23957	نفر§n-13075	role		||| JUNK	
11	پي	N	NVE	12	null	null	no		||| ROLE	
12	برد	V	VCONJ	15	در يافتن§v-16389	رخداد§n-13136	role_action		1||| ROLE_STATE	
13	و	CONJ	VCONJ	15	null	null	junk		||| JUNK	
14	دستور	N	NVE	15	امر§n-11505	رخداد§n-13136	role_action		1||| ROLE_ACTION	
15	داد	V	ROOT	0	فرمان دادن§v-19253	رخداد§n-13136	role_action		1||| JUNK	
16	که	SUBR	VCL	15	null	null	junk	Arg1		||| %%%%
17	او	PR	PREDEP	18	يوسف§n-23957	نفر§n-13075	role		10||| ROLE	
18	را	POSTP	OBJ	22	null	null	junk	Arg1		||| ROLE	
19	به	PREP	NPP	21	null	null	junk	Arg3		||| JUNK	
20	قصر	N	NPP	21	کاخ§n-10991	ساختار§n-12875	location	Arg3		loc||| JUNK	
21	دعوت	N	NVE	22	دعوت§n-11510	خبر§n-12766	role_intent		10||| ROLE	
22	نمايند	V	PRD	16	خواندن§v-8493	رخداد§n-13136	no		||| ROLE	
23	،	PUNC	PUNC	15	null	null	junk		||| ROLE_STATE	
roles= [
	[1	جوان	N	SBJ	4	جوان§n-14402	نفر§n-13075	role	Arg0	Arg0		||| ROLE_INTENT	JUNK	]
	[3	پادشاه	N	POSDEP	2	سلطان§n-13386	نفر§n-13075	role		||| NO	]
			[1	پادشاه	N	SBJ	4	سلطان§n-13386	نفر§n-13075	role	Arg0	Arg0	Arg0		||| JUNK	JUNK	JUNK	]
	[8	يوسف	N	MOZ	7	يوسف§n-23957	نفر§n-13075	role		||| ROLE_STATE	]
			[10	يوسف	N	MOZ	7	يوسف§n-23957	نفر§n-13075	role		||| JUNK	]
	[11	او	PR	POSDEP	10	سلطان§n-13386	نفر§n-13075	role		3||| NO	]
	[17	او	PR	PREDEP	18	يوسف§n-23957	نفر§n-13075	role		10||| ROLE	]]
DynamicObjects= []
StaticObjects= []
location= []
alternativeLocations= [
	[2	نزد	PREP	VPP	4	محضر§n-10120	جا§n-12733	location	Arg4		||| JUNK	]
	[20	قصر	N	NPP	21	کاخ§n-10991	ساختار§n-12875	location	Arg3		loc||| JUNK	]]
time= []
alternativeTimes= []
scene_goals= []
scene_emotions= []
role_actions= [
	[4	رفت	V	PREDEP	5	پوييدن§v-7700	رخداد§n-13136	role_action		1||| ROLE_STATE	]
	[4	فرورفت	V	VCONJ	12	فرو رفتن§v-8868	رخداد§n-13136	role_action		1||| NO	]
	[12	برد	V	VCONJ	15	در يافتن§v-16389	رخداد§n-13136	role_action		1||| ROLE_STATE	]
	[14	دستور	N	NVE	15	امر§n-11505	رخداد§n-13136	role_action		1||| ROLE_ACTION	]
	[15	داد	V	ROOT	0	فرمان دادن§v-19253	رخداد§n-13136	role_action		1||| JUNK	]]
role_states= [
	[7	درايت	N	NPP	11	بينش§n-16834	رخداد§n-13136	role_state	Arg3		10||| JUNK	]
	[9	هوش	N	NCONJ	7	عقل§n-11204	مشخصه§n-12756	role_state		10||| JUNK	]]
role_intents= [
	[21	دعوت	N	NVE	22	دعوت§n-11510	خبر§n-12766	role_intent		10||| ROLE	]]
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene16*************************************

1	اما	CONJ	VCONJ	5	null	null	junk	ArgM_DIS		||| JUNK	
2	يوسف	N	SBJ	5	يوسف§n-23957	نفر§n-13075	role	Arg0		||| ROLE_ACTION	
3	در	PREP	ADVRB	5	null	null	junk	ArgM_LOC		||| JUNK	
4	جواب	N	ADVRB	5	جواب§n-11476	خبر§n-12766	no	ArgM_LOC		||| JUNK	
5	گفت	V	ROOT	0	گفتن§v-9244	رخداد§n-13136	role_action		2||| JUNK	
6	:	PUNC	PUNC	5	null	null	junk		||| JUNK	
7	من	PR	SBJ	11	يوسف§n-23957	نفر§n-13075	role	Arg0		2||| ROLE	
8	از	PREP	NPP	10	null	null	junk	Arg3		||| JUNK	
9	زندان	N	NPP	10	حبسگاه§n-14859	جا§n-12733	location	Arg3		loc||| STATIC_OBJECT	
10	بيرون	N	NVE	11	برون§n-11860	جا§n-12733	no		||| ROLE_ACTION	
11	نمي‌روم	V	VCL	5	خارج شدن§v-8450	رخداد§n-13136	role_action		2||| JUNK	
12	تا	SUBR	AJUCL	11	null	null	junk	ArgM_CAU		||| TIME	
13	م	PR	OBJ	22	يوسف§n-23957	نفر§n-13075	role	Arg1		2||| JUNK	
14	را	POSTP	OBJ	22	null	null	junk	Arg1		||| JUNK	
15	از	PREP	AJPP	21	null	null	junk		||| JUNK	
16	تهمت‌هايي	N	AJPP	21	تهمت§n-22120	رخداد§n-13136	no		||| ROLE_STATE	
17	که	SUBR	NCL	16	null	null	junk		||| NO	
18	به	PREP	VPP	20	null	null	junk	Arg3		||| JUNK	
19	من	PR	POSDEP	18	يوسف§n-23957	نفر§n-13075	role		2||| JUNK	
20	زده‌اند	V	PRD	17	افترا زدن§v-7924	رخداد§n-13136	role_action		||| NO	
21	مبرا	ADJ	MOS	22	بي بهره§a-1580	مشخصه§n-12756	role_state	Arg2		13||| JUNK	
22	نمايند	V	AJUCL	11	بري کردن§v-9027	رخداد§n-13136	no		||| JUNK	
23	.	PUNC	PUNC	5	null	null	junk		||| JUNK	
roles= [
	[2	يوسف	N	SBJ	5	يوسف§n-23957	نفر§n-13075	role	Arg0		||| ROLE_ACTION	]
	[7	من	PR	SBJ	11	يوسف§n-23957	نفر§n-13075	role	Arg0		2||| ROLE	]
			[19	من	PR	POSDEP	18	يوسف§n-23957	نفر§n-13075	role		2||| JUNK	]
	[13	م	PR	OBJ	22	يوسف§n-23957	نفر§n-13075	role	Arg1		2||| JUNK	]]
DynamicObjects= []
StaticObjects= []
location= []
alternativeLocations= [
	[9	زندان	N	NPP	10	حبسگاه§n-14859	جا§n-12733	location	Arg3		loc||| STATIC_OBJECT	]]
time= []
alternativeTimes= []
scene_goals= []
scene_emotions= []
role_actions= [
	[5	گفت	V	ROOT	0	گفتن§v-9244	رخداد§n-13136	role_action		2||| JUNK	]
	[11	نمي‌روم	V	VCL	5	خارج شدن§v-8450	رخداد§n-13136	role_action		2||| JUNK	]
	[20	زده‌اند	V	PRD	17	افترا زدن§v-7924	رخداد§n-13136	role_action		||| NO	]]
role_states= [
	[21	مبرا	ADJ	MOS	22	بي بهره§a-1580	مشخصه§n-12756	role_state	Arg2		13||| JUNK	]]
role_intents= []
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene17*************************************

1	و	CONJ	VCONJ	4	null	null	junk		||| JUNK	
2	پادشاه	N	SBJ	4	سلطان§n-13386	نفر§n-13075	role	Arg1	Arg0		||| JUNK	ROLE_INTENT	
3	چنين	PR	MOS	4	null	null	junk	Arg2		||| JUNK	
4	کرد	V	PREDEP	5	null	null	junk		||| JUNK	
5	و	CONJ	VCONJ	10	null	null	junk		||| %%%%
6	تمامي	ADJ	NPREMOD	7	null	null	junk		7||| JUNK	
7	زنان	N	OBJ	10	زوجه§n-12069	نفر§n-13075	role	Arg1		||| NO	
8	را	POSTP	OBJ	10	null	null	junk	Arg1		||| NO	
9	احضار	N	NVE	10	احضار§n-14822	خبر§n-12766	role_intent		1||| NO	
10	کرد	V	ROOT	0	null	null	junk		||| JUNK	
11	،	PUNC	PUNC	10	null	null	junk		||| NO	

1	آن‌ها	PR	SBJ	3	زوجه§n-12069	نفر§n-13075	role	Arg0		7-||| JUNK	
2	اقرار	N	NVE	3	اقرار§n-22419	null	role_state		1||| JUNK	
3	کردند	V	ROOT	0	null	null	role_action		1||| ROLE	
4	که	SUBR	VCL	3	null	null	junk	Arg3		||| JUNK	
5	ما	PR	SBJ	12	زوجه§n-12069	نفر§n-13075	role	Arg0		7-||| NO	
6	هيچ	ADJ	NPREMOD	7	null	null	junk		7||| ROLE	
7	بدي	N	OBJ	12	ناپسندي§n-10590	خصوصيت_رواني§n-12725	role_state	Arg1		11||| ROLE_ACTION	
8	و	CONJ	NCONJ	7	null	null	junk		7||| JUNK	
9	لغزشي	N	NCONJ	7	لغزش§n-10597	رخداد§n-13136	role_state		11||| %%%%
10	در	PREP	NPP	7	null	null	junk		||| JUNK	
11	او	PR	POSDEP	10	يوسف§n-23957	نفر§n-13075	role		*2-||| JUNK	
12	نديديم	V	PRD	4	رويت کردن§v-8581	رخداد§n-13136	no		1||| NO	

1	و	CONJ	VCONJ	8	null	null	junk		||| JUNK	
2	زليخا	N	SBJ	8	null	null	role	Arg0		||| ROLE	
3	نيز	ADV	ADVRB	8	null	null	junk	ArgM_ADV		||| NO	
4	به	PREP	NPP	7	null	null	junk	Arg3		||| JUNK	
5	جرم	N	NPP	7	قانون شکني§n-10601	رخداد§n-13136	no	Arg3		||| JUNK	
6	خود	PR	MOZ	5	null	null	role		2||| ROLE_STATE	
7	اقرار	N	NVE	8	اقرار§n-22419	null	role_state		5||| NO	
8	نمود	V	ROOT	0	null	null	role_action		2||| JUNK	
9	.	PUNC	PUNC	8	null	null	junk		||| STATIC_OBJECT	

1	پادشاه	N	SBJ	9	سلطان§n-13386	نفر§n-13075	role	Arg0	Arg0		||| JUNK	
2	که	SUBR	NCL	1	null	null	junk		||| STATIC_OBJECT	
3	به	PREP	NPP	6	null	null	junk	Arg3		4||| JUNK	
4	پاکدامني	N	NPP	6	طهارت§n-25289	مشخصه§n-12756	role_state	Arg3		5||| JUNK	
5	يوسف	N	MOZ	4	يوسف§n-23957	نفر§n-13075	role		||| NO	
6	پي	N	NVE	7	null	null	no		||| ROLE_STATE	
7	برد	V	PRD	2	در يافتن§v-16389	رخداد§n-13136	role_action		1||| JUNK	
8	دستور	N	NVE	9	امر§n-11505	رخداد§n-13136	no		||| ROLE	
9	داد	V	ROOT	0	فرمان دادن§v-19253	رخداد§n-13136	role_action		1||| JUNK	
10	تا	SUBR	VCL	9	null	null	junk	Arg3		||| JUNK	
11	يوسف	N	OBJ	17	يوسف§n-23957	نفر§n-13075	role	Arg1		||| JUNK	
12	را	POSTP	OBJ	17	null	null	junk	Arg1		||| JUNK	
13	با	PREP	ADVRB	17	null	null	junk	ArgM_MNR		14||| JUNK	
14	احترام	N	ADVRB	17	اکرام§n-11419	رخداد§n-13136	role_state	ArgM_MNR		11||| ROLE_STATE	
15	به‌نزد	PREP	VPP	17	محضر§n-10120	جا§n-12733	location	Arg4		loc||| ROLE_INTENT	
16	ش	PR	POSDEP	15	سلطان§n-13386	نفر§n-13075	role		1||| ROLE_ACTION	
17	بياورند	V	VCL	9	آوردن§v-21639	رخداد§n-13136	role_action		||| JUNK	
18	.	PUNC	PUNC	9	null	null	junk		||| NO	
roles= [
	[2	پادشاه	N	SBJ	4	سلطان§n-13386	نفر§n-13075	role	Arg1	Arg0		||| JUNK	ROLE_INTENT	]
			[1	پادشاه	N	SBJ	9	سلطان§n-13386	نفر§n-13075	role	Arg0	Arg0		||| JUNK	]
	[7	زنان	N	OBJ	10	زوجه§n-12069	نفر§n-13075	role	Arg1		||| NO	]
	[1	آن‌ها	PR	SBJ	3	زوجه§n-12069	نفر§n-13075	role	Arg0		7-||| JUNK	]
	[5	ما	PR	SBJ	12	زوجه§n-12069	نفر§n-13075	role	Arg0		7-||| NO	]
	[11	او	PR	POSDEP	10	يوسف§n-23957	نفر§n-13075	role		*2-||| JUNK	]
	[2	زليخا	N	SBJ	8	null	null	role	Arg0		||| ROLE	]
	[6	خود	PR	MOZ	5	null	null	role		2||| ROLE_STATE	]
	[5	يوسف	N	MOZ	4	يوسف§n-23957	نفر§n-13075	role		||| NO	]
			[11	يوسف	N	OBJ	17	يوسف§n-23957	نفر§n-13075	role	Arg1		||| JUNK	]
	[16	ش	PR	POSDEP	15	سلطان§n-13386	نفر§n-13075	role		1||| ROLE_ACTION	]]
DynamicObjects= []
StaticObjects= []
location= []
alternativeLocations= [
	[15	به‌نزد	PREP	VPP	17	محضر§n-10120	جا§n-12733	location	Arg4		loc||| ROLE_INTENT	]]
time= []
alternativeTimes= []
scene_goals= []
scene_emotions= []
role_actions= [
	[3	کردند	V	ROOT	0	null	null	role_action		1||| ROLE	]
	[8	نمود	V	ROOT	0	null	null	role_action		2||| JUNK	]
	[7	برد	V	PRD	2	در يافتن§v-16389	رخداد§n-13136	role_action		1||| JUNK	]
	[9	داد	V	ROOT	0	فرمان دادن§v-19253	رخداد§n-13136	role_action		1||| JUNK	]
	[17	بياورند	V	VCL	9	آوردن§v-21639	رخداد§n-13136	role_action		||| JUNK	]]
role_states= [
	[2	اقرار	N	NVE	3	اقرار§n-22419	null	role_state		1||| JUNK	]
	[7	بدي	N	OBJ	12	ناپسندي§n-10590	خصوصيت_رواني§n-12725	role_state	Arg1		11||| ROLE_ACTION	]
	[9	لغزشي	N	NCONJ	7	لغزش§n-10597	رخداد§n-13136	role_state		11||| %%%%]
	[7	اقرار	N	NVE	8	اقرار§n-22419	null	role_state		5||| NO	]
	[4	پاکدامني	N	NPP	6	طهارت§n-25289	مشخصه§n-12756	role_state	Arg3		5||| JUNK	]
	[14	احترام	N	ADVRB	17	اکرام§n-11419	رخداد§n-13136	role_state	ArgM_MNR		11||| ROLE_STATE	]]
role_intents= [
	[9	احضار	N	NVE	10	احضار§n-14822	خبر§n-12766	role_intent		1||| NO	]]
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene18*************************************

1	يعقوب	N	SBJ	10	يعقوب§n-23940	نفر§n-13075	role	Arg1		||| JUNK	
2	و	CONJ	NCONJ	1	null	null	junk		||| NO	
3	فرزندان	N	NCONJ	1	بچه§n-13350	نفر§n-13075	role		||| ROLE_STATE	
4	ش	PR	MOZ	3	يعقوب§n-23940	نفر§n-13075	role		1||| JUNK	
5	نيز	ADV	ADVRB	10	null	null	junk	ArgM_ADV		||| ROLE	
6	در	PREP	MOS	10	null	null	junk	Arg2		||| JUNK	
7	زمره	N	MOS	10	زمره§n-22641	گروه§n-12753	no	Arg2		||| JUNK	
8	اين	ADJ	NPREMOD	9	null	null	junk		9||| JUNK	
9	افراد	N	MOZ	7	افراد§n-13188	گروه§n-12753	role		||| JUNK	
10	بودند	V	ROOT	0	null	null	junk		||| ROLE_STATE	
11	.	PUNC	PUNC	10	null	null	junk		||| ROLE_ACTION	

1	براي	PREP	ADVRB	7	null	null	junk	ArgM_GOL		||| %%%%
2	همين	PR	POSDEP	1	null	null	junk		||| ROLE	
3	يعقوب	N	SBJ	7	يعقوب§n-23940	نفر§n-13075	role	Arg0		||| ROLE	
4	از	PREP	VPP	7	null	null	junk	Arg3		||| ROLE	
5	فرزندان	N	VPP	7	بچه§n-13350	نفر§n-13075	role	Arg3		||| NO	
6	خود	PR	MOZ	5	يعقوب§n-23940	نفر§n-13075	role		3||| ROLE_STATE	
7	خواست	V	ROOT	0	خواستن§v-19251	رخداد§n-13136	role_action		3||| ROLE	
8	که	SUBR	VCL	7	null	null	junk	Arg1		||| JUNK	
9	به	PREP	VPP	11	null	null	junk	Arg4		||| NO	
10	مصر	N	VPP	11	مصر§n-20196	گروه§n-12753	location	Arg4		loc||| JUNK	
11	بروند	V	VCONJ	17	پوييدن§v-7700	رخداد§n-13136	no		||| JUNK	
12	و	CONJ	VCONJ	17	null	null	junk		||| NO	
13	مايحتاج	N	OBJ	17	مايحتاج§n-16671	هست§n-12706	static_object	Arg1		||| ROLE_INTENT	
14	خود	PR	MOZ	13	بچه§n-13350	نفر§n-13075	role		5||| NO	
15	را	POSTP	OBJ	17	null	null	junk	Arg1		||| ROLE_ACTION	
16	تهيه	N	NVE	17	آماده سازي§n-10697	رخداد§n-13136	role_intent		5||| JUNK	
17	نمايند	V	PRD	8	تدارک ديدن§v-8233	رخداد§n-13136	no		||| JUNK	
18	.	PUNC	PUNC	7	null	null	junk		||| JUNK	
roles= [
	[1	يعقوب	N	SBJ	10	يعقوب§n-23940	نفر§n-13075	role	Arg1		||| JUNK	]
			[3	يعقوب	N	SBJ	7	يعقوب§n-23940	نفر§n-13075	role	Arg0		||| ROLE	]
	[3	فرزندان	N	NCONJ	1	بچه§n-13350	نفر§n-13075	role		||| ROLE_STATE	]
			[5	فرزندان	N	VPP	7	بچه§n-13350	نفر§n-13075	role	Arg3		||| NO	]
	[4	ش	PR	MOZ	3	يعقوب§n-23940	نفر§n-13075	role		1||| JUNK	]
	[9	افراد	N	MOZ	7	افراد§n-13188	گروه§n-12753	role		||| JUNK	]
	[6	خود	PR	MOZ	5	يعقوب§n-23940	نفر§n-13075	role		3||| ROLE_STATE	]
	[14	خود	PR	MOZ	13	بچه§n-13350	نفر§n-13075	role		5||| NO	]]
DynamicObjects= []
StaticObjects= [
	[13	مايحتاج	N	OBJ	17	مايحتاج§n-16671	هست§n-12706	static_object	Arg1		||| ROLE_INTENT	]]
location= []
alternativeLocations= [
	[10	مصر	N	VPP	11	مصر§n-20196	گروه§n-12753	location	Arg4		loc||| JUNK	]]
time= []
alternativeTimes= []
scene_goals= []
scene_emotions= []
role_actions= [
	[7	خواست	V	ROOT	0	خواستن§v-19251	رخداد§n-13136	role_action		3||| ROLE	]]
role_states= []
role_intents= [
	[16	تهيه	N	NVE	17	آماده سازي§n-10697	رخداد§n-13136	role_intent		5||| JUNK	]]
role_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene19*************************************

1	آن‌ها	PR	SBJ	8	بچه§n-13350	نفر§n-13075	role	Arg1		*5-||| JUNK	
2	براي	PREP	ADVRB	8	null	null	junk	ArgM_PRP		||| ROLE_STATE	
3	تهيه	N	POSDEP	2	آماده سازي§n-10697	رخداد§n-13136	role_intent		1||| JUNK	
4	مايحتاج	N	MOZ	3	مايحتاج§n-16671	هست§n-12706	static_object		||| JUNK	
5	خود	PR	MOZ	4	مايحتاج§n-16671	هست§n-12706	static_object		4||| JUNK	
6	روانه	ADJ	MOS	8	عازم§a-1336	مشخصه§n-12756	role_state	Arg2		7||| NO	
7	مصر	N	NEZ	6	مصر§n-20196	گروه§n-12753	location		loc||| NO	
8	شدند	V	ROOT	0	null	null	junk		||| JUNK	
9	،	PUNC	PUNC	8	null	null	junk		||| JUNK	
roles= [
